store_primary_category,total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_partners,total_busy_partners,total_outstanding_orders,delivery_duration,partner_density,order_day,order_hour,order_period,busy_ratio,avg_item_price,order_size,grouped_category,order_period_encoded,log_delivery_duration,is_high_duration
indian,3,2197,3,499,1099,37.0,37.0,48.0,5142.0,0.7551020408163265,Friday,4,Night,0.9736842105263158,732.3333333333334,Medium,Indian,3,8.545391845774915,1
indian,6,4096,5,250,999,27.0,36.0,62.0,5518.0,0.4285714285714285,Thursday,4,Night,1.2857142857142858,682.6666666666666,Medium,Indian,3,8.615951963439501,1
sandwich,4,3460,4,395,1395,17.0,18.0,33.0,5721.0,0.5,Thursday,20,Evening,1.0,865.0,Medium,Fast Food,1,8.652073673610056,1
sandwich,2,1820,2,625,1195,18.0,18.0,17.0,5362.0,1.0,Monday,20,Evening,0.9473684210526316,910.0,Small,Fast Food,1,8.587278798982926,1
sandwich,5,2370,5,395,750,6.0,7.0,5.0,6334.0,1.0,Monday,18,Evening,1.0,474.0,Medium,Fast Food,1,8.75384509275524,1
indian,5,3546,5,299,1399,130.0,130.0,185.0,5456.0,0.6989247311827957,Saturday,3,Night,0.9923664122137404,709.2,Medium,Indian,3,8.604654467186231,1
indian,5,3497,4,350,1199,110.0,103.0,156.0,5349.0,0.7006369426751592,Friday,3,Night,0.927927927927928,699.4,Medium,Indian,3,8.584851839890053,1
thai,5,3930,5,150,1395,64.0,58.0,87.0,4954.0,0.7272727272727273,Thursday,2,Night,0.8923076923076924,786.0,Medium,Asian,3,8.508152446764088,1
greek,4,4896,3,899,1499,79.0,79.0,127.0,4928.0,0.6171875,Thursday,1,Night,0.9875,1224.0,Medium,Mediterranean,3,8.502891406705377,1
american,2,1650,2,500,1150,53.0,53.0,84.0,5330.0,0.6235294117647059,Sunday,3,Night,0.9814814814814816,825.0,Small,American,3,8.581294116822761,1
thai,8,5460,7,395,895,18.0,18.0,15.0,5023.0,1.125,Tuesday,1,Night,0.9473684210526316,682.5,Large,Asian,3,8.521981708148035,1
burger,8,5532,5,299,789,78.0,74.0,105.0,5330.0,0.7358490566037735,Monday,1,Night,0.9367088607594936,691.5,Medium,Fast Food,3,8.581294116822761,1
burger,4,2486,4,399,699,113.0,77.0,172.0,5282.0,0.653179190751445,Saturday,1,Night,0.6754385964912281,621.5,Medium,Fast Food,3,8.572249397164315,1
burger,4,3431,3,399,1199,73.0,76.0,112.0,5446.0,0.6460176991150443,Saturday,1,Night,1.027027027027027,857.75,Medium,Fast Food,3,8.602820277383675,1
steak,2,2824,2,1181,1793,51.0,50.0,77.0,4952.0,0.6538461538461539,Tuesday,2,Night,0.9615384615384616,1412.0,Small,American,3,8.507748732588238,1
american,4,3436,3,79,2819,29.0,22.0,23.0,6058.0,1.2083333333333333,Friday,23,Night,0.7333333333333333,859.0,Medium,American,3,8.70930004894499,1
italian,4,4200,3,400,450,3.0,3.0,7.0,6143.0,0.375,Sunday,3,Night,0.75,1050.0,Medium,Italian,3,8.723231274827508,1
asian,3,1874,3,400,999,13.0,13.0,24.0,5062.0,0.52,Monday,5,Morning,0.9285714285714286,624.6666666666666,Medium,Asian,2,8.529714471969909,1
asian,2,2098,2,999,1099,27.0,26.0,45.0,5955.0,0.5869565217391305,Monday,3,Night,0.9285714285714286,1049.0,Small,Asian,3,8.6921543938039,1
burger,9,3115,3,195,590,0.0,0.0,0.0,4937.0,0.0,Sunday,19,Evening,0.0,346.1111111111111,Medium,Fast Food,1,8.504715669905124,1
burger,7,3895,4,195,695,0.0,0.0,0.0,4946.0,0.0,Friday,19,Evening,0.0,556.4285714285714,Medium,Fast Food,1,8.506536611227709,1
persian,3,4485,2,895,1795,98.0,102.0,189.0,5470.0,0.5157894736842106,Saturday,3,Night,1.0303030303030305,1495.0,Small,Other,3,8.607216694063826,1
dim-sum,1,1600,1,1600,1600,20.0,73.0,10.0,5472.0,1.818181818181818,Tuesday,5,Morning,3.4761904761904763,1600.0,Small,Asian,2,8.607582191143917,1
american,1,675,1,675,675,0.0,0.0,0.0,5394.0,0.0,Monday,5,Morning,0.0,675.0,Small,American,2,8.593227877692234,1
smoothie,1,1382,1,968,998,3.0,6.0,10.0,5185.0,0.2727272727272727,Sunday,19,Evening,1.5,1382.0,Small,Fast Food,1,8.55371796609861,1
seafood,4,2648,2,0,875,8.0,9.0,13.0,5048.0,0.5714285714285714,Friday,19,Evening,1.0,662.0,Small,Other,1,8.526945482858915,1
chinese,4,2442,4,307,966,149.0,105.0,185.0,4992.0,0.8010752688172043,Saturday,2,Night,0.7,610.5,Medium,Asian,3,8.51579221050061,1
chinese,4,3220,4,725,895,123.0,101.0,217.0,5931.0,0.5642201834862385,Saturday,2,Night,0.8145161290322581,805.0,Medium,Asian,3,8.688116703257823,1
sandwich,2,2545,2,1250,1295,23.0,23.0,32.0,6271.0,0.696969696969697,Sunday,2,Night,0.9583333333333334,1272.5,Small,Fast Food,3,8.743850562030243,1
sandwich,4,3674,4,350,1399,6.0,6.0,12.0,5013.0,0.4615384615384615,Friday,22,Night,0.8571428571428571,918.5,Medium,Fast Food,3,8.519989278718239,1
convenience-store,1,239,1,199,199,13.0,13.0,24.0,5475.0,0.52,Monday,5,Morning,0.9285714285714286,239.0,Small,Other,2,8.60813018640834,1
breakfast,1,895,1,895,895,0.0,0.0,3.0,5216.0,0.0,Sunday,16,Afternoon,0.0,895.0,Small,Other,0,8.559677803022392,1
breakfast,2,1590,2,595,995,1.0,1.0,1.0,5633.0,0.5,Tuesday,18,Evening,0.5,795.0,Small,Other,1,8.636574948436317,1
indian,6,3150,5,150,1100,40.0,36.0,60.0,5195.0,0.6557377049180327,Sunday,2,Night,0.8780487804878049,525.0,Medium,Indian,3,8.55564437779049,1
fast,8,2438,4,238,563,10.0,6.0,12.0,5524.0,0.7692307692307693,Thursday,16,Afternoon,0.5454545454545454,304.75,Medium,Fast Food,0,8.617038526385954,1
fast,4,623,3,128,152,4.0,4.0,6.0,5808.0,0.5714285714285714,Saturday,17,Evening,0.8,155.75,Medium,Fast Food,1,8.667163717992533,1
thai,2,1298,2,599,699,42.0,43.0,94.0,5907.0,0.4421052631578947,Monday,2,Night,1.0,649.0,Small,Asian,3,8.68406264365127,1
japanese,2,3300,2,900,2400,56.0,59.0,111.0,5565.0,0.5,Thursday,4,Night,1.0350877192982455,1650.0,Small,Asian,3,8.624431942085836,1
smoothie,6,5050,2,725,875,1.0,1.0,1.0,5442.0,0.5,Saturday,19,Evening,0.5,841.6666666666666,Small,Fast Food,1,8.6020856584342,1
burger,4,2425,4,300,925,48.0,58.0,76.0,5232.0,0.6233766233766234,Sunday,2,Night,1.183673469387755,606.25,Medium,Fast Food,3,8.562740006372207,1
burger,3,1775,2,325,550,37.0,33.0,35.0,5019.0,1.0277777777777777,Thursday,1,Night,0.868421052631579,591.6666666666666,Small,Fast Food,3,8.521185212685776,1
burger,3,1325,3,225,700,43.0,42.0,64.0,5476.0,0.6615384615384615,Friday,20,Evening,0.9545454545454546,441.6666666666667,Medium,Fast Food,1,8.608312784783722,1
mexican,4,3148,2,279,1195,24.0,24.0,28.0,5255.0,0.8275862068965517,Saturday,3,Night,0.96,787.0,Small,Mexican,3,8.567125560164447,1
mexican,3,3685,2,1195,1295,5.0,5.0,7.0,6004.0,0.625,Wednesday,0,Night,0.8333333333333334,1228.3333333333333,Small,Mexican,3,8.700347734514084,1
thai,2,2390,2,1095,1295,15.0,16.0,22.0,5624.0,0.6521739130434783,Tuesday,0,Night,1.0,1195.0,Small,Asian,3,8.63497622707262,1
burger,2,1390,1,695,695,3.0,1.0,1.0,5248.0,1.5,Saturday,20,Evening,0.25,695.0,Small,Fast Food,1,8.5657928612523,1
greek,2,2097,2,699,1099,63.0,66.0,135.0,5620.0,0.4632352941176471,Monday,3,Night,1.03125,1048.5,Small,Mediterranean,3,8.634264863002075,1
salad,12,5148,5,259,889,11.0,7.0,13.0,5051.0,0.7857142857142857,Monday,2,Night,0.5833333333333334,429.0,Medium,Healthy,3,8.527539483470381,1
salad,1,639,1,639,639,7.0,6.0,4.0,5185.0,1.4,Monday,22,Night,0.75,639.0,Small,Healthy,3,8.55371796609861,1
salad,3,1897,3,269,779,9.0,5.0,7.0,5397.0,1.125,Saturday,21,Evening,0.5,632.3333333333334,Medium,Healthy,1,8.59378379357795,1
italian,3,5000,2,1400,1800,0.0,0.0,0.0,5989.0,0.0,Saturday,2,Night,0.0,1666.6666666666667,Small,Italian,3,8.697846691109495,1
italian,3,4900,3,1100,2000,0.0,0.0,0.0,5818.0,0.0,Saturday,1,Night,0.0,1633.3333333333333,Medium,Italian,3,8.66888370465667,1
italian,5,6250,5,350,2100,0.0,0.0,0.0,5173.0,0.0,Sunday,3,Night,0.0,1250.0,Medium,Italian,3,8.551401362745974,1
greek,5,5879,4,245,1571,51.0,43.0,54.0,4970.0,0.9272727272727272,Friday,20,Evening,0.8269230769230769,1175.8,Medium,Mediterranean,1,8.511376306094673,1
vegan,2,3100,2,1200,1400,6.0,6.0,11.0,4917.0,0.5,Tuesday,4,Night,0.8571428571428571,1550.0,Small,Healthy,3,8.500657222776137,1
thai,2,1200,2,200,1000,13.0,13.0,15.0,4932.0,0.8125,Thursday,22,Night,0.9285714285714286,600.0,Small,Asian,3,8.503702601233739,1
thai,4,3000,4,900,1100,42.0,43.0,71.0,5282.0,0.5833333333333334,Sunday,2,Night,1.0,750.0,Medium,Asian,3,8.572249397164315,1
hawaiian,1,995,1,995,995,56.0,59.0,111.0,5576.0,0.5,Thursday,4,Night,1.0350877192982455,995.0,Small,Other,3,8.626406276389554,1
japanese,3,2300,3,600,1000,18.0,21.0,33.0,5630.0,0.5294117647058824,Monday,2,Night,1.105263157894737,766.6666666666666,Medium,Asian,3,8.636042325254618,1
pizza,2,1445,2,495,950,106.0,109.0,190.0,5109.0,0.5549738219895288,Sunday,3,Night,1.0186915887850467,722.5,Small,Italian,3,8.53895468319775,1
vietnamese,2,3700,2,1800,1900,144.0,99.0,176.0,5042.0,0.8135593220338984,Saturday,2,Night,0.6827586206896552,1850.0,Small,Asian,3,8.525756422076725,1
vietnamese,2,4050,2,750,3300,119.0,115.0,180.0,5135.0,0.6574585635359116,Sunday,3,Night,0.9583333333333334,2025.0,Small,Asian,3,8.544029845369797,1
vietnamese,3,2700,2,700,900,49.0,29.0,62.0,5965.0,0.7777777777777778,Monday,2,Night,0.58,900.0,Small,Asian,3,8.693831965074693,1
cafe,8,2190,5,50,405,4.0,5.0,6.0,5409.0,0.5714285714285714,Sunday,18,Evening,1.0,273.75,Medium,Other,1,8.596004371840527,1
japanese,3,4890,3,690,2800,119.0,83.0,180.0,5467.0,0.6574585635359116,Saturday,2,Night,0.6916666666666667,1630.0,Medium,Asian,3,8.60666819784384,1
dim-sum,12,5400,5,450,450,56.0,110.0,58.0,5038.0,0.9491525423728814,Tuesday,1,Night,1.9298245614035088,450.0,Medium,Asian,3,8.524962928680598,1
burger,7,4625,3,325,700,39.0,37.0,57.0,5252.0,0.6724137931034483,Friday,19,Evening,0.925,660.7142857142857,Medium,Fast Food,1,8.566554620953962,1
burger,3,1950,2,325,700,61.0,60.0,113.0,5301.0,0.5350877192982456,Saturday,3,Night,0.967741935483871,650.0,Small,Fast Food,3,8.57583938684897,1
sandwich,3,1875,2,325,700,63.0,61.0,105.0,5674.0,0.5943396226415094,Saturday,2,Night,0.953125,625.0,Small,Fast Food,3,8.643825842349603,1
burger,5,2625,2,325,550,50.0,52.0,84.0,5018.0,0.5882352941176471,Saturday,2,Night,1.0196078431372548,525.0,Small,Fast Food,3,8.520985989654934,1
mexican,1,1195,1,1195,1195,64.0,52.0,74.0,5070.0,0.8533333333333334,Wednesday,21,Evening,0.8,1195.0,Small,Mexican,1,8.531293315795018,1
chinese,2,1035,2,160,710,100.0,97.0,190.0,5042.0,0.5235602094240838,Monday,1,Night,0.9603960396039604,517.5,Small,Asian,3,8.525756422076725,1
sandwich,4,4425,4,695,1395,9.0,9.0,17.0,5747.0,0.5,Tuesday,4,Night,0.9,1106.25,Medium,Fast Food,3,8.656607247198915,1
sandwich,2,3417,2,1234,1980,19.0,12.0,26.0,5558.0,0.7037037037037037,Friday,2,Night,0.6,1708.5,Small,Fast Food,3,8.62317351495347,1
indian,3,1748,3,350,899,100.0,97.0,191.0,5915.0,0.5208333333333334,Saturday,3,Night,0.9603960396039604,582.6666666666666,Medium,Indian,3,8.68541582383069,1
pizza,1,1799,1,699,699,34.0,34.0,63.0,5200.0,0.53125,Monday,3,Night,0.9714285714285714,1799.0,Small,Italian,3,8.556606193773073,1
pizza,2,2355,2,649,761,57.0,65.0,96.0,5637.0,0.5876288659793815,Saturday,2,Night,1.1206896551724137,1177.5,Small,Italian,3,8.637284671674058,1
salad,1,609,1,609,609,8.0,8.0,10.0,5810.0,0.7272727272727273,Wednesday,1,Night,0.8888888888888888,609.0,Small,Healthy,3,8.667507952075105,1
italian,3,4645,3,350,2295,0.0,0.0,0.0,5434.0,0.0,Saturday,3,Night,0.0,1548.3333333333333,Medium,Italian,3,8.60061479955531,1
american,2,1498,2,599,899,3.0,3.0,6.0,4992.0,0.4285714285714285,Saturday,16,Afternoon,0.75,749.0,Small,American,0,8.51579221050061,1
american,1,1088,1,1029,1029,45.0,46.0,64.0,5042.0,0.6923076923076923,Thursday,1,Night,1.0,1088.0,Small,American,3,8.525756422076725,1
american,2,1599,2,600,999,3.0,6.0,7.0,5861.0,0.375,Friday,6,Morning,1.5,799.5,Small,American,2,8.676246121270838,1
dessert,2,2500,2,1250,1250,92.0,88.0,180.0,5171.0,0.5082872928176796,Saturday,3,Night,0.946236559139785,1250.0,Small,Desserts,3,8.551014739891748,1
german,2,2100,2,450,1650,40.0,33.0,55.0,5182.0,0.7142857142857143,Sunday,2,Night,0.8048780487804879,1050.0,Small,European,3,8.553139318189707,1
hawaiian,4,1000,1,250,250,120.0,117.0,199.0,5934.0,0.6,Sunday,3,Night,0.9669421487603306,250.0,Small,Other,3,8.688622307043769,1
hawaiian,1,995,1,995,995,49.0,48.0,54.0,5741.0,0.8909090909090909,Saturday,23,Night,0.96,995.0,Small,Other,3,8.655562860681009,1
chinese,4,3290,4,450,1195,73.0,75.0,123.0,5614.0,0.5887096774193549,Monday,1,Night,1.0135135135135136,822.5,Medium,Asian,3,8.633196867172543,1
indian,4,5280,4,1195,1495,91.0,75.0,166.0,5758.0,0.5449101796407185,Sunday,2,Night,0.8152173913043478,1320.0,Medium,Indian,3,8.658519127506672,1
burger,5,2710,5,250,700,36.0,36.0,57.0,4931.0,0.6206896551724138,Monday,22,Night,0.972972972972973,542.0,Medium,Fast Food,3,8.503499864284235,1
thai,6,4480,6,100,1095,50.0,50.0,79.0,6083.0,0.625,Sunday,3,Night,0.9803921568627452,746.6666666666666,Medium,Asian,3,8.713417653379183,1
indian,6,1349,4,100,499,61.0,65.0,156.0,5601.0,0.3885350318471338,Monday,3,Night,1.0483870967741935,224.83333333333337,Medium,Indian,3,8.630878955820053,1
indian,10,4545,6,150,899,85.0,59.0,115.0,5331.0,0.7327586206896551,Saturday,1,Night,0.686046511627907,454.5,Medium,Indian,3,8.5814816812986,1
indian,7,4293,6,149,1299,77.0,78.0,138.0,5480.0,0.5539568345323741,Tuesday,2,Night,1.0,613.2857142857143,Medium,Indian,3,8.609042845046117,1
pizza,3,4397,3,699,799,36.0,35.0,79.0,5051.0,0.45,Monday,3,Night,0.945945945945946,1465.6666666666667,Medium,Italian,3,8.527539483470381,1
salad,3,2267,3,499,899,8.0,6.0,6.0,5058.0,1.1428571428571428,Thursday,0,Night,0.6666666666666666,755.6666666666666,Medium,Healthy,3,8.528924114291936,1
japanese,1,995,1,995,995,21.0,17.0,18.0,5036.0,1.105263157894737,Saturday,23,Night,0.7727272727272727,995.0,Small,Asian,3,8.52456594574565,1
mexican,3,2615,3,525,1195,2.0,3.0,3.0,5187.0,0.5,Monday,23,Night,1.0,871.6666666666666,Medium,Mexican,3,8.554103545436334,1
mexican,4,4340,3,795,1495,5.0,5.0,6.0,4926.0,0.7142857142857143,Wednesday,2,Night,0.8333333333333334,1085.0,Medium,Mexican,3,8.502485562543963,1
hawaiian,1,995,1,995,995,56.0,68.0,135.0,5231.0,0.4117647058823529,Thursday,4,Night,1.1929824561403508,995.0,Small,Other,3,8.562548893137034,1
pizza,3,3365,3,145,2525,110.0,81.0,170.0,5379.0,0.6432748538011696,Saturday,1,Night,0.7297297297297297,1121.6666666666667,Medium,Italian,3,8.59044365315583,1
chinese,5,4545,5,775,1050,47.0,62.0,105.0,5733.0,0.4433962264150943,Saturday,4,Night,1.2916666666666667,909.0,Medium,Asian,3,8.654168646443315,1
chinese,6,4700,6,150,1050,100.0,95.0,154.0,5049.0,0.6451612903225806,Monday,2,Night,0.9405940594059404,783.3333333333334,Medium,Asian,3,8.527143522269405,1
indian,4,3585,3,200,1495,82.0,87.0,139.0,5283.0,0.5857142857142857,Thursday,1,Night,1.0481927710843373,896.25,Medium,Indian,3,8.572438665642215,1
indian,4,4735,4,350,1695,114.0,106.0,190.0,6311.0,0.5968586387434555,Saturday,1,Night,0.9217391304347826,1183.75,Medium,Indian,3,8.750207862525711,1
burger,4,1825,3,250,700,116.0,98.0,192.0,6141.0,0.6010362694300518,Saturday,2,Night,0.8376068376068376,456.25,Medium,Fast Food,3,8.722905701000768,1
breakfast,3,3325,3,950,1325,5.0,5.0,6.0,5076.0,0.7142857142857143,Saturday,19,Evening,0.8333333333333334,1108.3333333333333,Medium,Other,1,8.532475814947395,1
mexican,3,5400,3,1400,2100,5.0,5.0,9.0,5855.0,0.5,Friday,3,Night,0.8333333333333334,1800.0,Medium,Mexican,3,8.675222055641148,1
american,2,4000,2,1900,2100,3.0,3.0,4.0,5610.0,0.6,Sunday,1,Night,0.75,2000.0,Small,American,3,8.632484235750972,1
american,1,3000,1,3000,3000,2.0,2.0,3.0,5021.0,0.5,Wednesday,1,Night,0.6666666666666666,3000.0,Small,American,3,8.52158353971753,1
burger,3,1477,3,309,669,12.0,13.0,20.0,6262.0,0.5714285714285714,Friday,3,Night,1.0,492.3333333333333,Medium,Fast Food,3,8.742414582525413,1
burger,3,1597,3,249,669,7.0,7.0,11.0,5318.0,0.5833333333333334,Saturday,4,Night,0.875,532.3333333333334,Medium,Fast Food,3,8.579040594742317,1
dim-sum,9,1995,8,140,285,71.0,47.0,74.0,5113.0,0.9466666666666668,Thursday,1,Night,0.6527777777777778,221.66666666666663,Large,Asian,3,8.539737155851132,1
cafe,2,650,2,125,395,2.0,1.0,2.0,5040.0,0.6666666666666666,Monday,16,Afternoon,0.3333333333333333,325.0,Small,Other,0,8.525359754082631,1
sandwich,2,958,2,199,759,21.0,22.0,35.0,5028.0,0.5833333333333334,Monday,22,Night,1.0,479.0,Small,Fast Food,3,8.522976436171964,1
chinese,5,3825,4,450,1050,85.0,108.0,110.0,5752.0,0.7657657657657657,Sunday,1,Night,1.255813953488372,765.0,Medium,Asian,3,8.657476736863293,1
chinese,1,950,1,950,950,117.0,104.0,221.0,5521.0,0.527027027027027,Saturday,3,Night,0.8813559322033898,950.0,Small,Asian,3,8.6164953924901,1
indian,3,2115,3,295,1495,66.0,66.0,137.0,5759.0,0.4782608695652174,Monday,3,Night,0.9850746268656716,705.0,Medium,Indian,3,8.658692753689937,1
indian,3,1920,3,200,1395,118.0,116.0,205.0,5122.0,0.5728155339805825,Friday,2,Night,0.9747899159663864,640.0,Medium,Indian,3,8.541495483939203,1
mexican,7,4205,7,110,1000,110.0,108.0,178.0,6003.0,0.6145251396648045,Friday,2,Night,0.972972972972973,600.7142857142857,Large,Mexican,3,8.700181192753353,1
chinese,3,1400,3,160,710,26.0,27.0,32.0,5505.0,0.7878787878787878,Monday,18,Evening,1.0,466.6666666666667,Medium,Asian,1,8.613593685702552,1
fast,4,1127,3,100,289,57.0,71.0,139.0,5986.0,0.4071428571428571,Thursday,4,Night,1.2241379310344829,281.75,Medium,Fast Food,3,8.697345730925353,1
cafe,8,2010,4,175,345,3.0,2.0,1.0,4931.0,1.5,Wednesday,17,Evening,0.5,251.25,Medium,Other,1,8.503499864284235,1
cafe,3,975,3,225,295,7.0,7.0,9.0,5845.0,0.7,Wednesday,18,Evening,0.875,325.0,Medium,Other,1,8.673512945671192,1
pizza,2,2998,2,699,799,34.0,46.0,39.0,6015.0,0.85,Monday,1,Night,1.3142857142857145,1499.0,Small,Italian,3,8.702177865629675,1
pizza,3,4497,3,499,699,45.0,40.0,89.0,5340.0,0.5,Saturday,3,Night,0.8695652173913043,1499.0,Medium,Italian,3,8.58316818033977,1
filipino,1,949,1,949,949,18.0,14.0,20.0,6121.0,0.8571428571428571,Wednesday,3,Night,0.7368421052631579,949.0,Small,Asian,3,8.719644119505357,1
sandwich,2,1125,2,150,975,0.0,0.0,0.0,5959.0,0.0,Friday,1,Night,0.0,562.5,Small,Fast Food,3,8.692825760059396,1
greek,3,2997,3,799,1099,65.0,53.0,106.0,5429.0,0.6074766355140186,Saturday,2,Night,0.803030303030303,999.0,Medium,Mediterranean,3,8.599694412927981,1
greek,4,3541,4,75,1595,64.0,56.0,92.0,5201.0,0.6881720430107527,Sunday,1,Night,0.8615384615384616,885.25,Medium,Mediterranean,3,8.556798446008598,1
vietnamese,7,5830,5,395,1450,20.0,11.0,21.0,5296.0,0.9090909090909092,Sunday,2,Night,0.5238095238095238,832.8571428571429,Medium,Asian,3,8.574895901544526,1
vietnamese,1,850,1,850,850,18.0,15.0,15.0,6170.0,1.125,Friday,1,Night,0.7894736842105263,850.0,Small,Asian,3,8.727616178321068,1
vietnamese,3,2640,3,850,895,28.0,27.0,41.0,6261.0,0.6666666666666666,Thursday,3,Night,0.9310344827586208,880.0,Medium,Asian,3,8.742254901886351,1
dessert,3,3185,3,795,1295,24.0,24.0,51.0,5801.0,0.4615384615384615,Monday,1,Night,0.96,1061.6666666666667,Medium,Desserts,3,8.665957964681349,1
dessert,5,5049,5,495,1695,55.0,54.0,89.0,5385.0,0.6111111111111112,Monday,2,Night,0.9642857142857144,1009.8,Medium,Desserts,3,8.591558273371545,1
dessert,4,6280,3,1395,1795,45.0,38.0,89.0,6351.0,0.5,Saturday,1,Night,0.8260869565217391,1570.0,Medium,Desserts,3,8.756525002926972,1
dessert,3,4855,2,865,1995,38.0,42.0,70.0,5297.0,0.5352112676056338,Thursday,4,Night,1.0769230769230769,1618.3333333333333,Small,Desserts,3,8.575084669832014,1
dessert,3,2667,3,795,1077,59.0,57.0,111.0,5393.0,0.5267857142857143,Saturday,3,Night,0.95,889.0,Medium,Desserts,3,8.593042503699674,1
sandwich,5,3501,5,199,949,24.0,12.0,12.0,5326.0,1.8461538461538465,Saturday,23,Night,0.48,700.2,Medium,Fast Food,3,8.580543506917,1
chinese,1,2990,1,2990,2990,73.0,70.0,99.0,5617.0,0.73,Saturday,1,Night,0.945945945945946,2990.0,Small,Asian,3,8.633731007664188,1
chinese,3,2695,3,795,1050,109.0,74.0,131.0,5103.0,0.8257575757575758,Friday,2,Night,0.6727272727272727,898.3333333333334,Medium,Asian,3,8.537779825024625,1
dim-sum,4,3830,4,520,1479,61.0,64.0,125.0,5745.0,0.4841269841269841,Monday,2,Night,1.032258064516129,957.5,Medium,Asian,3,8.656259239539235,1
breakfast,3,2200,3,800,1400,23.0,24.0,40.0,6107.0,0.5609756097560976,Tuesday,3,Night,1.0,733.3333333333334,Medium,Other,3,8.717354666338522,1
indian,4,4185,4,200,1495,89.0,87.0,156.0,5507.0,0.5668789808917197,Monday,1,Night,0.9666666666666668,1046.25,Medium,Indian,3,8.613956859848546,1
indian,4,5380,4,1195,1495,110.0,103.0,196.0,5116.0,0.5583756345177665,Thursday,2,Night,0.927927927927928,1345.0,Medium,Indian,3,8.540323608805092,1
japanese,3,3497,3,1099,1199,43.0,44.0,99.0,6273.0,0.43,Monday,3,Night,1.0,1165.6666666666667,Medium,Asian,3,8.744169388750624,1
japanese,11,5990,8,100,1199,42.0,41.0,89.0,6076.0,0.4666666666666667,Monday,3,Night,0.9534883720930232,544.5454545454545,Large,Asian,3,8.712266432135355,1
japanese,6,3896,5,100,1199,68.0,66.0,94.0,6269.0,0.7157894736842105,Saturday,2,Night,0.9565217391304348,649.3333333333334,Medium,Asian,3,8.743531633626967,1
alcohol,4,2350,4,375,725,67.0,64.0,124.0,4966.0,0.536,Monday,2,Night,0.9411764705882352,587.5,Medium,Beverages,3,8.51057131510735,1
chinese,3,1962,2,510,942,66.0,66.0,142.0,4957.0,0.4615384615384615,Monday,2,Night,0.9850746268656716,654.0,Small,Asian,3,8.508757712595136,1
mexican,5,4075,5,295,1195,22.0,22.0,38.0,5634.0,0.5641025641025641,Tuesday,3,Night,0.9565217391304348,815.0,Medium,Mexican,3,8.636752426473876,1
sandwich,5,5885,5,595,1995,14.0,13.0,12.0,5259.0,1.0769230769230769,Tuesday,1,Night,0.8666666666666667,1177.0,Medium,Fast Food,3,8.567886305731756,1
american,2,1941,2,329,1612,69.0,71.0,96.0,4949.0,0.711340206185567,Wednesday,4,Night,1.0142857142857142,970.5,Small,American,3,8.507142855562735,1
fast,5,1390,4,128,575,10.0,11.0,23.0,5760.0,0.4166666666666667,Tuesday,3,Night,1.0,278.0,Medium,Fast Food,3,8.658866349732383,1
fast,2,740,2,165,575,3.0,4.0,6.0,5565.0,0.4285714285714285,Friday,23,Night,1.0,370.0,Small,Fast Food,3,8.624431942085836,1
fast,5,1872,4,100,1151,5.0,5.0,9.0,5952.0,0.5,Friday,20,Evening,0.8333333333333334,374.4,Medium,Fast Food,1,8.69165057315339,1
fast,2,744,2,265,479,55.0,54.0,91.0,5751.0,0.5978260869565217,Monday,1,Night,0.9642857142857144,372.0,Small,Fast Food,3,8.657302899400882,1
sandwich,2,1800,2,675,975,0.0,0.0,0.0,5642.0,0.0,Thursday,2,Night,0.0,900.0,Small,Fast Food,3,8.63817111796914,1
